url,tanggal,judul,isi
https://www.inews.id/news/megapolitan/sidang-paripurna-dprd-sandiaga-memohon-maaf-kepada-warga-dki/1,"Senin, 27 Agustus 2018 - 16:00:00 WIB","Sidang Paripurna DPRD, Sandiaga Memohon Maaf kepada Warga DKI","Scan this QR or download app from:
JAKARTA, iNews.id– Bakal calon wakil presiden Sandiaga Uno telah membacakan surat pengunduran diri dari jabatan Wakil Gubernur DKI Jakarta di ruang rapat paripurna DPRD, Kebon Sirih, Senin (27/8/2018) sore. Sandiaga mengucapkan terima kasih dan memohon maaf kepada seluruh masyarakat Jakarta.
“Dari hati nurani yang paling dalam, atas nama pribadi dan keluarga dan dengan penuh tanggung jawab, saya menyampaikan permohonan maaf kepada seluruh lapisan warga DKI Jakarta dan para anggota dewan, apabila terdapat tutur kata, sikap, dan perbuatan selama menjabat Wakil Gubernur Provinsi DKI Jakarta yang tidak berkenan di hati,” kata Sandiaga saat Sidang Paripurna DPRD, Senin (27/8/2018).

Sandiaga meminta maaf karena tidak bisa menyelesaikan tugas sebagai Wagub DKI hingga masa jabatan habis. Dia menyampaikan, hasil yang sudah dikerjakan bersama Gubernur Anies Baswedan merupakan kerja sama semua pihak, termasuk juga kinerja pemerintahan sebelumnya.
“Mohon agar selalu dapat saling ikhlas, memafkan, dan mendoakan demi kebaikan Ibu Kota Jakarta dan kemaslahatan Bangsa Indonesia,” ucap dia.
Sandiaga menuturkan, alasan dirinya mengundurkan diri dari Wagub DKI lantaran menghindari politisasi jabatan. Dia ingin menjauhkan diri dari sikap pejabat yang mengintervensi dan menyalahgunakan birokrasi, anggaran, dan fasilitas untuk kepentingan politik."
https://www.inews.id/news/nasional/mengaku-sulit-dapat-untung-penjual-sayur-menangis-di-hadapan-sandiaga,"Selasa, 18 September 2018 - 15:59:00 WIB","Mengaku Sulit Dapat Untung, Penjual Sayur Menangis di Hadapan Sandiaga","Scan this QR or download app from:
JAKARTA, iNews.id– Bakal calon wakil presiden (cawapres) Sandiaga Salahuddin Uno mendengar curahan hati (curhat) dari sejumlah pedagang ketika berkunjung ke Pasar Seberang Ulu, Palembang, Sumatera Selatan, Selasa (18/9/2018). Halimah (penjual sayur-mayur) misalnya, menangis di hadapan Sandiaga ketika menceritakan kesulitannya mencari untung.
“Tadi Ibu Halimah menangis di hadapan saya. Dia menceritakan betapa sulitnya sekarang mencari keuntungan dari menjual sayuran,” kata Sandiaga.


Mantan wakil gubernur DKI Jakarta itu mengatakan, dia tidak hanya menerima keluhan dari Halimah. Pedagang lain juga mengeluhkan hal yang sama. Bahkan, mereka harus bekerja lebih keras lagi agar dagangannya bisa laku.
Sandiaga mengaku mendapat aspirasi dan keluhan dari para pedagang saat berkunjung ke Palembang. Mereka intinya memintanya untuk meningkatkan kesejahteraan rakyat dari kesulitan ekonomi sekarang jika kelak terpilih sebagai wakil presiden RI periode 2019-2024.

Ketua Asosiasi Pedagang Pasar Seluruh Indonesia (APPSI) itu menegaskan, stabilitas perekonomian secara mikro bisa berdampak langsung kepada masyarakat, khususnya pedagang UMKM dan masyarakat akar rumput atau mereka yang termarginalkan.
Usai beberapa kali menyerap aspirasi masyarakat, khususnyapedagang pasar tradisional, Sandiaga berharap “kue” pembangunan dan pertumbuhan ekonomi yang positif mampu dirasakan dampaknya bersama-sama oleh bangsa Indonesia.

Editor: Ahmad Islamy Jamil"
https://www.inews.id/multimedia/video/jumlah-harta-kekayaan-jokowi-ma-ruf-dan-prabowo-sandiaga,"Selasa, 14 Agustus 2018 - 14:02:00 WIB",Jumlah Harta Kekayaan Jokowi-Ma'ruf dan Prabowo-Sandiaga,"Scan this QR or download app from:
JAKARTA, iNews.id- Dua pasang calon Joko Widodo (Jokowi)-KH Ma'ruf Amin dan Prabowo Subianto-Sandiaga Uno sudah mendeklarasikan diri sebagai calon presiden (capres) dan calon wakil presiden (cawapres) 2019. Setelah itu mereka wajib melaporkan harta kekayaan ke Komisi Pemberantasan Korupsi (KPK).
Berapa jumlah kekayaan kedua pasang calon? Berikut video data kekayaan mereka.
Video Editor: Mu'arif Ramadhan
Editor: Dani M Dahwilani"
https://regional.inews.id/berita/pesan-ayah-kepada-sandiaga-uno-jangan-lupa-salat-dan-siap-di-bully,"Jumat, 10 Agustus 2018 - 17:14:00 WIB",Pesan Ayah Kepada Sandiaga Uno: Jangan Lupa Salat dan Siap Di-bully,"Scan this QR or download app from:
PEKANBARU, iNews.id- Ada pesan khusus yang disampaikanRazif Halik Uno, ayahandaSandiaga Unosebagai bekal untuk anaknya yang kini resmi mejadicawapresmendampingi Prabowo Subianto dalam Pemilihan Presiden (Pilpres) 2019.
""Jangan lupa salat, jangan pernah ditinggal salatnya. Dan berbuatlah yang terbaik untuk umat,"" kata Razif Halik Uno, di Pekanbaru, Jumat (10/8/2018).

Bagi Henk, sapaan Razif Halik Uno, semua orang tua pasti ingin yang terbaik untuk anak-anaknya. Karena itu, pihak keluarga mendukung penuh keputusan Sandiaga untuk maju sebagai cawapres, selama arahnya dan caranya benar.
Pria berusia 82 tahun ini merasa yakin bahwa anaknya yang akrab disapa Sandi itu, siap menjalani pilihannya di jalur politik praktis. Sandi dilahirkan di lingkungan perusahaan minyak PT Caltex di Pekanbaru, yang memiliki kultur disiplin dan teratur, sehingga Henk menilai itu turut membentuk karakter anaknya.

Henk juga berpesan agar Sandi harus kuat menerima risiko apa pun dalam dunia politik hingga ke dampak negatifnya seperti difitnah sampai dirundung (bully) di media sosial. ""Kalau sudah masuk ke dunia politik itu semua risiko, (maka) tanggunglah. Suruh siapa masuk politik? Di-bully-bullyterus, luar biasa kemerdekaan berpendapat sekarang ini,"" ucapnya.
Lalu bagaimana cara pihak keluarga terkait banyaknya isu kurang sedap di media sosial, terkait keputusan Sandi menjadi cawapres. ""Satu-satunya cara, jangan baca (medsos),"" kata Henk menegaskan.

Ketua Umum Partai Gerindra Prabowo Subianto memilih Sandiaga Salahuddin Uno sebagai calon wakil presiden(cawapres) dalam Pemilihan Presiden dan Wakil Presiden (Pilpres) 2019. Sandi memilih posisi cawapres mendampingi Prabowo dan menanggalkan jabatannya sebagai Wakil Gubernur DKI Jakarta dan Wakil Ketua Dewan Pembina Partai Gerindra.
Karier politik pria kelahiran Pekanbaru, Riau, 28 Juni 1969 itu semakin cemerlang setelah bersama Anies Baswedan berhasil memenangkan pertarungan Pemilihan Gubernur (Pilgub) DKI Jakarta 2017 menyingkirkan lawannya Basuki Tjahaja Purnama (Ahok)- Djarot Saiful Hidayat.
Sandi merupakan seorang pengusaha sukses dan sekarang memilih menekuni dunia politik. Kariernya sebagai pengusaha dimulai dengan mendirikan perusahaan di bidang keuangan, yaitu PT Saratoga Advisor hingga 2009, dia tercatat sebagai orang terkaya urutan ke-29 di Indonesia menurut majalah Forbes.
Editor: Kastolani Marzuki"
