URL,Tanggal,Judul,Isi Berita
https://nasional.kompas.com/read/2023/10/27/10205271/pencalonan-gibran-belum-aman,27 Oktober 2023,Pencalonan Gibran Belum Aman,"Pencalonan Gibran Belum Aman
Arsip Kompas berkelindan dengan olah data, analisis, dan atau peristiwa kenyataan hari ini membangun sebuah cerita. Masa lalu dan masa kini tak pernah benar-benar terputus. Ikhtiar Kompas.com menyongsong masa depan berbekal catatan hingga hari ini, termasuk dari kekayaan Arsip Kompas.
Arsip Kompas berkelindan dengan olah data, analisis, dan atau peristiwa kenyataan hari ini membangun sebuah cerita. Masa lalu dan masa kini tak pernah benar-benar terputus. Ikhtiar Kompas.com menyongsong masa depan berbekal catatan hingga hari ini, termasuk dari kekayaan Arsip Kompas.
GIBRANRakabuming Raka telah dideklarasikan menjadi bakal calon wakil presiden bagi bakal calon presiden Prabowo Subianto untuk Pemilu Presiden 2024.
Pada hari yang sama dengan deklarasi, Rabu (25/10/2023), mereka telah mendaftarkan diri ke Komisi Pemilihan Umum (KPU).
Pencalonan Gibran membuat publik terhenyak. Pasalnya, Gibran hanya dapat maju menjadi bakal calon wakil presiden setelah ada putusan perkara di Mahkamah Konstitusi (MK) terkait syarat calon presiden dan wakil presiden. Masalahnya, putusan tersebut dinilai kontroversial.
Baca juga:Ketika Dinasti Jokowi Meninggalkan Megawati
Itu pun, posisi pencalonan Gibran masih belum sepenuhnya aman. Ada sejumlah faktor dan proses berjalan yang dapat berimplikasi pada legalitas pencalonannya.
Ini kilas balik dan ulasannya.
Pasangan Prabowo-Gibran diusung oleh Koalisi Indonesia Maju yang dimotori empat partai pemilik kursi di DPR, yaitu Partai Gerindra, Partai Golkar, PAN, dan Partai Demokrat.
Bersama mereka juga ada empat partai non-parlemen, yaitu PBB, PSI, Partai Garuda, dan Partai Gelora. Satu partai lokal Aceh bergabung pula di koalisi ini, yaitu Partai Aceh. Partai Prima yang tak lolos menjadi peserta Pemilu 2024 juga bergabung ke Koalisi Indonesia Maju.
Gibran dapat maju menjadi bakal calon wakil presiden dan mendaftarkan diri ke KPU setelah terbit putusan Mahkamah Konstitusi (MK) atas perkara nomor 90/PUU-XXI/2023 yang dibacakan pada Senin (16/10/2023).
Putusan tersebut terkait syarat calon presiden dan calon wakil presiden. Semula Pasal 169 huruf q UU Nomor 7 Tahun 2017 tentang Pemilu mensyaratkan usia minimal calon presiden dan calon wakil presiden adalah 40 tahun.
Putusan MKatas perkara nomor 90/PUU-XXI/2023 mengubah ketentuan tersebut menjadi ""Berusia paling rendah 40 tahun atau pernah/sedang menduduki jabatan yang dipilih melalui pemilihan umum termasuk pemilihan kepala daerah.""
Dengan putusan ini, Gibran yang belum berusia 40 tahun tetapi masih menjabat sebagai Wali Kota Solo punya dasar untuk didapuk menjadi bakal calon wakil presiden.
Meski demikian, putusan MK yang menjadi pintu bagi pencalonan Gibran ini menjadi kontroversi publik.
Bahkan dalam pendapat berbeda (dissenting opinion) putusan perkara nomor 90/PUU-XXI/2023 tersebut, kontroversi sudah mencuat.
Adalah hakim konstitusi Saldi Isra yang mengurai kejanggalan proses pengambilan putusan perkara itu dalamdissenting opinion-nya. Kejanggalan juga diungkap dalamdissenting opinionhakim konstitusi Arif Hidayat dalam  putusan yang sama.
Baca juga:Ketika Hakim Konstitusi Saldi Isra Bertanya, Quo Vadis MK?
Singkat ceritanya, ada lima perkara berjalan dengan pokok permohonan uji materi menyoal Pasal 169 huruf q UU Pemilu.
Tiga perkara pertama mendapatkan amar penolakan, yaitu perkara nomor 29-51-55/PUU-XXI/2023. Namun, perkara keempat, yakni perkara nomor 90/PUU-XXI/2023, tiba-tiba membalik arah putusan dalam pokok persoalan yang sama tersebut.
Kejanggalan dalam proses formal administrasi juga terjadi pada perkara nomor 90/PUU-XXI/2023 dan nomor 91/PUU-XXI/2023. Dua perkara ini sempat dicabut di tengah proses yang telah berjalan tapi kemudian pencabutan dibatalkan.
Yang menjadi masalah, proses penanganan kedua perkara berlanjut begitu saja, sekalipun sempat ada pencabutan dan pembatalan pencabutan tersebut, seolah tidak ada kedua peristiwa itu.
Kontroversi terbesar, perubahan arah angin putusan MK terjadi karena faktor tidak ikut serta atau ikut sertanya Ketua MK Anwar Usman dalam rapat permusyawarahan hakim (RPH) untuk pengambilan putusan atas kelima perkara tersebut.














Copyright 2008 - 2025 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved."
https://yogyakarta.kompas.com/read/2023/11/06/154610178/merah-kuning-gibran,6 November 2023,"""Merah"", ""Kuning"", Gibran","""Merah"", ""Kuning"", Gibran
Editor
KOMPAS.com- Bakal calon wakil presiden (Bacawapres) dari Koalisi Indonesia Maju (KIM),Gibran Rakabuming Raka, menghadiri acara deklarasi Tim Kampanye Nasional (TKN)Prabowo-Gibrandi Hotel Grand Kemang, Jakarta Selatan, DKI Jakarta, pada Senin (6/11/2023) siang.
Gibran yang merupakan Wali Kota Solo, Jawa Tengah (Jateng), mengajukan cuti dari tugasnya untuk menghadiri acara tersebut.
Tak sendiri, Gibran pun ditemani oleh adik bungsunya yang juga menjabat sebagai Ketua Umum (Ketum) PSI, Kaesang Pangarep. Keduanya kompak mengenakan pakaian berwarna biru langit.
Kedatangan Gibran disambut Ketua TKN Prabowo-Gibran, Rosan Perkasa Roeslani, Sekjen Gerindra, Ahmad Muzani, Sekjen PAN, Eddy Soeparno, Sekjen Demokrat, Teuku Riefky Harsya.
Selain itu, hadir juga Sekjen Gelora, Mahfudz Sidiq, Sekjen PBB, Afriansyah Noor, serta anggota elite Golkar, Nusron Wahid.
Baca juga:Revitalisasi Benteng Keraton, Warga Dapat Bebungah Rp 80-250 Juta
""Saya mau ke kamar mandi dulu,"" kata Gibran saat baru tiba di lokasi.
Dalam surat izin yang dikeluarkan oleh Pj Gubernur Jateng, Nana Sudjana, pada Minggu (5/11/2023), Gibran disebut bakal menghadiri acaramakan siang bersama wapres, Ma'ruf Amin.
Padahal, agenda makan siang Ma'ruf Amin bersama ketiga Bacawapres yang semula bakal digelar hari ini harus ditunda.
""Bersama ini saya informasikan bahwa pertemuan tersebut ditunda. Selanjutnya segera dijadwalkan waktu yang cocok untuk pertemuan tersebut,"" ujar Juru Bicara Wapres, Masduki Baidlowi, Minggu (5/11/2023).
""Penundaan ini disebabkan Wapres Ma’ruf Amin harus menghadiri hal yang sangat penting, yaitu Rapat Internal bersama Presiden Joko Widodo (Jokowi) di Istana Merdeka, dan beberapa agenda kenegaraan lainnya,"" sambungnya.
Baca juga:Duit Ditilep Panitia, Greenlane Festival Dibatalkan, Polisi: Diselesaikan Kekeluargaan
Saat Gibran tidak masuk, tugas Wali Kota Solo sementara diambil alih oleh wakilnya, Teguh Prakosa. Dia mengaku baru mengetahui surat izin Gibran pada pagi tadi.
""Baru saja (tahu surat izinnya). (Gibran) Izin satu hari,"" ucap Teguh.
Terkait kabar yang menyebut Gibran bakal hadir dalam acara HUT ke-59 Partai Golkar di Jakarta, Teguh mengatakan, dia tak tahu perihal tersebut.
""Itu tidak ada (di dalam surat izin). Hari ini hanya izin untuk undangan makan siang (bersama) Pak Wapres,"" jelasnya.
Terkait informasi yang menyebut Gibran bakal diumumkan sebagai anggota Golkar pada hari ini, Teguh juga mengaku tidak tahu soal hal tersebut.
Baca juga:Dalam 2 Bulan Ada 526 ODGJ Masuk Kota Semarang, Petugas Kewalahan














Copyright 2008 - 2025 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved."
https://nasional.kompas.com/read/2023/11/06/06114431/keabsahan-pencalonan-gibran,6 November 2023,Keabsahan Pencalonan Gibran,"Keabsahan Pencalonan Gibran
Mantan Menteri Hukum dan Hak Asasi Manusia dan Duta Besar Indonesia untuk Rusia dan Belarusia.
Mantan Menteri Hukum dan Hak Asasi Manusia dan Duta Besar Indonesia untuk Rusia dan Belarusia.
SAYAmenulis esei ini tidak ada kaitannya dengan Majelis Kehormatan Mahkamah Konstitusi, (MKMK) yang kini tengah menggeledah para Hakim Konstitusi yang memutuskan perkara No 90/PUU-XXI/2023.
Putusan tersebut membuatGibran Rakabumingjadi bakal calon Wapres dalamPilpres 2024.
Bagi saya, putusan MKMK kelak berada dalam ranah etika. Karena itu, dasar penilaian MKMK adalah aturan internal MK dan Undang-Undang Mahkamah Konstitusi. Wilayah jelajah MKMK bukan wilayah judisial.
Saya ingin mengupas kasus putusan MK No 90/PUU-XXI/2023 dari perspektif hukum belaka. Tidak yang lain-lain.
Dasar saya adalah Undang-Undang No 48 Tahun 2009 Tentang Kekuasaan Kehakiman. Di situ ditegaskan, terutama pasal 17, bahwa seorang hakim wajib mengundurkan diri dari persidangan apabila terikat hubungan keluarga sedarah atau semenda sampai derajat ketiga.
Selanjutnya dikatakan, seorang hakim atau panitera, wajib mengundurkan diri dari persidangan apabila ia mempunyai kepentingan langsung atau tidak langsung dengan perkara yang sedang diperiksa, baik atas kehendaknya sendiri, maupun atas permintaan pihak yang berperkara.
Dalam hal terjadi pelanggaran sebagaimana yang menjadi kewajiban hakim di atas, putusan dinyatakan tidak sah dan terhadap hakim atau panitera dapat dikenai sanksi administratif atau pidana.
Kini, jelas dan terang benderang. Ketua Mahkamah Konstitusi, Anwar Usman, ikut menyidangkan perkara No 90/PUU-XXI/2023 di mana perkara tersebut berkaitan dengan keponakannya, Gibran.
Ada keterkaitan kepentingan antara dirinya sebagai hakim, dengan Gibran sebagai pihak yang diuntungkan.
Tentu ada yang bersoal, perkara tersebut diajukan bukan oleh Gibran, tetapi orang atau pihak lain. Anwar Usman kan sebagai hakim tidak memiliki keterkaitan dengan penggugat.
Andaikan kasus gugatan ini berlingkar dalam wilayah senyap, tanpa publikasi ke publik, alasan itu masih bisa diberi ruang pertimbangan.
Sayang sekali, sudah berbulan kita dikepung oleh pemberitaan mengenai uji materi ini, dan selalu memunculkan nama Gibran sebagai pihak yang bakal diuntungkan.Cristal is clear. It goes without saying it.
Yang paling penting, serentetan aksi Anwar Usman dalam kaitan perkara ini meneguhkan keyakinan orang bahwa ada sesuatu antara dirinya dengan perkara yang ditanganinya.
ANTARA FOTO/Galih PradiptaBakal calon presiden Prabowo Subianto (kiri) dan bakal calon wakil presiden Gibran Rakabuming Raka (kanan) menyampaikan pidato politiknya saat deklarasi sebagai capres dan cawapres yang didukung Koalisi Indonesia Maju (KIM) sebelum melakukan pendaftaran menuju Gedung KPU di Indonesia Arena, Jakarta, Rabu (25/10/2023). ANTARA FOTO/Galih Pradipta/wpa/tom.Di perkara-perkara sejenis, sebelumnya, Anwar Usman tidak ikut. Namun dengan perkara yang satu ini, Anwar Usman sangat aktif ikut serta.
Maka, tidak salah bila banyak orang yang menilai, pencalonan Mas Gibran sebagai bakal calon Wakil Presiden berhadapan langsung dengan masalah yuridis, mengenai keabsahan pencalonan tersebut.














Copyright 2008 - 2025 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved."
https://nasional.kompas.com/read/2023/10/14/11031971/gibran-kartu-sakti-prabowo,14 Oktober 2023,Gibran Kartu Sakti Prabowo,"Gibran Kartu Sakti Prabowo
Doktor Sosiologi dari Universitas Padjadjaran. Pengamat sosial dan kebijakan publik. Pernah berprofesi sebagai Wartawan dan bekerja di industri pertambangan.
Doktor Sosiologi dari Universitas Padjadjaran. Pengamat sosial dan kebijakan publik. Pernah berprofesi sebagai Wartawan dan bekerja di industri pertambangan.
SECARAelektoral, hari iniGibran RakabumingRaka memang sangat menggoda. Gibran ibarat gadis cantik nan menawan yang diidam-idamkan olehPrabowo Subianto, tapi sekaligus dicemburui oleh PDIP.
Pasalnya, belakangan mulai jelas bahwa Gibran bukanlah kartu politik mainan Jokowi, tapi justru menjadi ""proxy politik"" yang menjembatani Prabowo untuk bisa menyeberang ke ceruk suara Jokowi, sekaligus secara otomatis akan berimbas mengambangkan posisi politik PDIP di hadapan para pemilih fanatis Jokowi.
Hal itu tak akan terjadi jika Prabowo, misalnya, menggandeng politisi muda lainnya, sebut saja misalnya Erick Tohir atau tokoh muda lainnya dari Partai Golkar, selain Airlangga Hartarto.
Jadi sudah jelas target politik Prabowo bukanlah untuk menggandeng anak muda semata, tapi lebih dari itu. Gibran adalah bagian krusial dari strategi politik Prabowo untuk menjadi penerus Jokowi pasca-2024.
Strategi ini adalah langkah lanjutan dari baliho dan billboard yang menampilkan kebersamaan Jokowi dan Prabowo yang belum lama ini sempat menghebohkan jagat politik nasional kita.
Dengan jurus ""pepet Jokowi"" di segala kesempatan, raihan elektabilitas Prabowo versi beberapa lembaga survei mainstream hanya berhasil beberapa kali berada di atas Ganjar Pranowo.
Bukan berarti tidak efektif. Taktik tersebut nyatanya cukup efektif. Hanya saja kekuatannya dalam menyerap ceruk suara Jokowi tidak terlalu masif.
Mengapa? Karena kebersamaan di berbagai kesempatan dan di dalam foto-foto billboard itu tak terlalu menggambarkan kepastian relasi politik yang permanen antara kedua pihak, yakni Jokowi dan Prabowo.
Alih-alih dianggap sebagai penerus, pada satu titik bisa saja publik mewajarinya atau memaknainya secara netral, mengingat Prabowo adalah anggota Kabinet di dalam pemerintahan Jokowi.
Dengan kata lain, semua orang bisa saja memajang foto kebersamaan dengan Jokowi di ruang publik, atau menyulapnya menjadi berbagai macam alat peraga di berbagai sisi ruang publik di antaranya di jalan raya, tanpa harus menghasilkan persepsi keterkaitan aksi tersebut dengan arah dukungan politik Jokowi di kemudian hari.
Artinya, taktik ""pepet Jokowi"" memang cukup membantu Prabowo dalam membangun ""level playing field"" dengan Ganjar Pranowo.
Elektabilitas Prabowo terbukti secara ""rata-rata"" setelah taktik tersebut diterapkan nyaris setara dengan Ganjar Pranowo. Bahkan sekali dua kali sempat berada di atas Ganjar Pranowo.
Masalahnya, tingkat representasi dukungan Jokowi kepada Prabowo via taktik tersebut tidak terlalu tinggi. Sehingga tidak melahirkan ""leverage"" politik yang besar kepada Prabowo yang sekaligus tidak memberikan jaminan kemenangan yang mutlak atas Ganjar Pranowo.
Sebagaimana pernah saya sampaikan pada beberapa tulisan terdahulu, dari beberapa survei setelah Prabowo menerapkan taktik pepet Jokowi, angka elektabilitas Prabowo hanya terkerek sekitar 3 persenan saja.
Nah, karena posisi elektabilitasnya sebelumnya selalu berada di bawah Ganjar Pranowo, maka dorongan sebesar itu hanya mampu membuat posisi Prabowo setara secara rata-rata dengan Ganjar Pranowo.
Artinya, jika tak ada dorongan tambahan yang bisa memastikan angka raihan elektabilitas Prabowo di atas Ganjar Pranowo, minimal di atas 6 persen, dua kalimargin of errorlembaga survei, maka secara matematika politik suara elektoral Prabowo masih diasumsikan akan mengalami kekalahan tipis oleh Ganjar Pranowo.
Dalam konteks inilah mengapa putra sulung Presiden Jokowi, Gibran mendadak menjadi ""cantik dan molek"" secara elektoral di satu sisi dan adiknya, Kaesang Pangarep juga ikut terbawa ""menarik dan menawan"" di sisi lain.
Jika keduanya bisa diambangkan dari PDIP, maka akan sangat menguntungkan secara elektoral untuk Prabowo.














Copyright 2008 - 2025 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved."
https://regional.kompas.com/read/2023/08/10/060029978/alasan-relawan-jokowi-gibran-dukung-gibran-jadi-bacawapres-prabowo-subianto,10 Agustus 2023,Alasan Relawan Jokowi-Gibran Dukung Gibran jadi Bacawapres Prabowo Subianto,"Alasan Relawan Jokowi-Gibran Dukung Gibran jadi Bacawapres Prabowo Subianto
Tim Redaksi
SOLO, KOMPAS.com- Seratusan relawan Jokowi-Gibran menyodorkan nama Gibran Rakabuming Raka sebagai Bakal Calon Wakil Presiden (Bacawapres) mendampingi Prabowo Subianto pada Pemilihan Umum (Pemilu) 2024.
Permintaan secara langsung ini, disampaikan Relawan saat bertemu Prabowo Subianto, di Ono Solo Coffee, Jalan Diponegoro, Keprabon, Kecamatan Banjarsari, Kota Solo, Jawa Tengah (Jateng), pada Rabu (9/8/2023).
Perwakilan Koordinator Relawan Gibran, Kuat Hermawan Santosa, menjelaskan konsolidasi sebagai bentuk tindaklanjuti pertemuan dengan Prabowo, pada Jumat (19/5/2023).
Baca juga:Bertemu Relawan Jokowi-Gibran, Prabowo Diminta Jadikan Gibran Bacawapresnya
Kemudian, selama pertemuan yang digelar selama satu setengah jam itu, Kuat melaporkan sejumlah konsolidasi relawan ke seluruh Indonesia.
Terlihat, selama pertemuan relawan mayoritas menggunakan kemeja putih, kaos warna putih dengan bergambar relawan Gibran Rakabuming 'Bolone Mase', Bala Gibran dan Relawan Jokowi Projo.
""Kami menyampaikan bahwa teman-teman (Relawan Jokowi-Gibran) sudah bekerja di hampir seluruh Indonesia dan respons teman-teman ke bapak itu positif,"" kata Kuat, setelah pertemuan.
Di momen ini pula, Kuan juga menjelaskan ada pesan khusus untuk Gibran Rakabuming Raka disarankan sebagai Bacawapres dirinya.
""Tapi ada pesan dari berbagai kelompok masyarakat itu, kalau memungkinkan mas Gibran sebagai cawapresnya. Karena ini menjadi rekomendasi di Indonesia kedepan,"" lanjutnya.
Disinggung soal respon Prabowo akan permintaan ini. Kuat mengaku terdapat 3 poin jawaban yang diberikan.
""Pak Prabowo sebenarnya menyampaikan ya bagaimana kehendak rakyat. Kedua, Bagaimana soal survei kalau itu pakai logika survei. Ketiga soal partai-partai politik,"" kata Kuat.
Mendengar jawaban Prabowo itu, Kuat juga menyampaikan kenapa Gibran menjadi tokoh ideal untuk mendampinginya.
""Saya menyampaikan ke Pak Prabowo, elektabilitas Mas Gibran selalu naik. Kenapa kedepannya itu anak-anak muda tidak dikasih ruang untuk menjadi pemimpin republik ini. Salah satunya adalah Mas Gibran dan Pak Prabowo sangat positif tanggapannya soal Mas Gibran,"" paparnya.
Baca juga:Prabowo Subianto Bertemu Relawan Jokowi-Gibran di Kota Solo Tanpa Gibran














Copyright 2008 - 2025 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved."
https://regional.kompas.com/read/2024/02/14/155948278/prabowo-gibran-unggul-di-tps-gibran-manahan-solo,14 Februari 2024,"Prabowo-Gibran Unggul di TPS Gibran, Manahan Solo","Prabowo-Gibran Unggul di TPS Gibran, Manahan Solo
Tim Redaksi

SOLO, KOMPAS.com -Pasangan calon presiden dan calon wakil presiden nomor urut 2, Prabowo Subianto-Gibran Rakabuming Raka unggul di Tempat Pemungutan Suara (TPS) 034 Manahan, KotaSolo, Jawa Tengah (Jateng).
Di TPS tersebut, cawapres Gibran Rakabuming Raka mencoblos bersama istrinya Selvi Ananda.
Baca juga:Prabowo-Gibran Unggul di TPS Luhut di Desa Cemangi Bali
Perhitungan suara dilakukan mulai pukul 13.30 WIB, Rabu (14/2/2024) dengan jumlah total suara yang masuk 171 surat suara.
Perolehan suara untuk paslon nomor urut 1, Anies Baswedan-Muhaimin Iskandar sebanyak 6 suara.
Lalu, pasangan Pranowo Subianto-Gibran Rakabuming Raka mendapatkan 110 suara. Kemudian Ganjar Pranowo-Mahfud MD mendapatkan 53 suara.
Baca juga:Prabowo-Gibran Unggul di TPS dekat Tempat Ganjar Ngekos
Ketua Kelompok Penyelenggara Pemungutan Suara (KPPS) TPS 34 Heru Mawanto mengatakan perolehan suara paslon dua sempat selisih satu suara.
""Tadi selisih satu suara, kemungkinan, penulisan di papan tulis terlalu cepat kesalahan di situ. Tapi jumlah kertas suara sama di dalam pembukaan amplop pertama. Saksi dan pengawas menerima kesalahan pada pencoretan,"" kata Heru Mawanto, usai perhitungan suara, Rabu (14/2/2024).

Dua surat suara tidak sah, karena satu surat suara tercoblos ketiga gambar paslon dan satu surat suara tercoblos paslon nomor urut 2 dan 3.
""Surat tidak sah karena tiga lubang di semua paslon dan 2 lubang di dua paslon,"" katanya.














Copyright 2008 - 2025 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved."
https://yogyakarta.kompas.com/read/2024/01/26/121446278/janji-gibran-soal-stiker-prabowo-gibran-di-kemasan-beras-bulog,26 Januari 2024,Janji Gibran soal Stiker Prabowo-Gibran di Kemasan Beras Bulog,"Janji Gibran soal Stiker Prabowo-Gibran di Kemasan Beras Bulog
Editor
KOMPAS.com- Foto kemasan beras dari Badan Urusan Logistik (Bulog) dengan stiker bergambar pasangan calon presiden dan wakil presiden (Capres-Cawapres) nomor urut 2,Prabowo Subianto-Gibran Rakabuming Raka, beredar di media sosial X.
Menanggapi hal itu, Gibran mengatakan, pihaknya akan menindaklanjuti persoalan tersebut.
""Stiker Beras Bulog dengan stikerPrabowo-Gibran? Di mana itu? Tempatnya di mana? Saya urus, saya cari ya, kan tidak boleh bagi beras. Akan saya tindaklanjuti, nanti saya cari,"" kata Gibran usai menghadiri konser rakyat PRABU di De Tjolomadoe, Colomadu, Karanganyar, Jawa Tengah (Jateng), dikutip dariTribunSolo.com.
Sementara itu, Menteri Koordinator (Menko) Bidang Perekonomian, Airlangga Hartarto turut buka suara mengenai kabar tersebut.
Airlangga membantah ada pasangan Capres-Cawapres yang memanfaatkan bansos dari pemerintah untuk kampanye Pilpres 2024.
Baca juga:Petani Asal Kabupaten Bekasi Mengadu Usai Ditagih Utang Rp 4 Miliar, Sertifikat Sawah 1 Hektare Hilang
""Kalau bansos semuanya program pemerintah. Tidak ada program salah satu paslon pun yang menggunakan bansosnya pemerintah, tidak ada,"" ujar Airlangga di Bekasi, Jawa Barat (Jabar), Kamis (25/1/2024).
Direktur Utama Perum Bulog, Bayu Krisnamurti memastikan, pihaknya tidak pernah menempelkan atribut apa pun selain label Badan Pangan Nasional dan Bulog dikemasan beras.
""Dari Bulog tidak ada atribut apa pun,"" ucap Bayu saat dihubungi Kompas.com, Kamis (25/1/2024).
Kepala Badan Pangan Nasional (Bapanas), Arief Prasetyo Adi menegaskan, pihaknya telah bekerja sesuai penugasan pemerintah untuk menunjuk Perum Bulog sebagai penyalur beras program Stabilisasi Pasokan dan Harga Pangan (SPHP).
""Tidak ada logo lain selain logo kami (Bapanas) sama Bulog. Itu biar tahu berasnya punya kita,"" jelasnya.
Baca juga:Antisipasi Petugas KPPS Sakit, KPU Kota Kediri Siapkan Tim Medis dan BPJS Kesehatan
Meski begitu, dia mengakui bahwa tidak mudah mengawasi beras yang telah disalurkan kepada masyarakat.
""Kan kita tidaj tahu dibeli siapa saja, jadi memang agak sulit mengaturnya kalau sudah di masyarakat, tapi yang pasti kami tidak ada memuat stiker yang lain,"" pungkasnya.














Copyright 2008 - 2025 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved."
https://nasional.kompas.com/read/2023/11/06/14325301/gibran-hadiri-deklarasi-tim-kampanye-prabowo-gibran-di-kemang,6 November 2023,Gibran Hadiri Deklarasi Tim Kampanye Prabowo-Gibran di Kemang,"Gibran Hadiri Deklarasi Tim Kampanye Prabowo-Gibran di Kemang
Tim Redaksi
JAKARTA, KOMPAS.com- Bakal cawapres Koalisi Indonesia Maju (KIM)Gibran RakabumingRaka menghadiri acara deklarasi Tim Kampanye Nasional (TKN) Prabowo Subianto-Gibran di Hotel Grand Kemang, Jakarta Selatan, pada Senin (6/11/2023) siang ini.
Pantauan Kompas.com di lokasi, Gibran tiba di Hotel Grand Kemang sekitar pukul 14.12 WIB.
Putra sulung Presiden Joko Widodo itu menggunakan pakaian berwarna biru langit.
Gibran disambut oleh Ketua TKNPrabowo-GibranRosan Perkasa Roeslani, Sekjen Gerindra Ahmad Muzani, Sekjen PAN Eddy Soeparno, Sekjen Demokrat Teuku Riefky Harsya, Sekjen Gelora Mahfudz Sidiq, Sekjen PBB Afriansyah Noor, hingga elite Golkar Nusron Wahid.
Baca juga:Teka-teki Gibran Izin ke Jakarta, antara Makan Siang atau Dikuningkan
Mereka yang menyambut tampak kompak menggunakan seragam kemeja berwarna putih dan biru langit.
""Saya mau ke kamar mandi dulu,"" ucap Gibran yang tampak mencari-cari toilet.
Setelah itu, Gibran menemui para anggota TKN Prabowo-Gibran.
Dia bersalaman dengan Rosan, Muzani, dan para petinggi partai Koalisi Indonesia Maju lainnya.
Gibran yang masih menjabat sebagai wali kota Solo itu telah mengajukan izin cuti untuk menghadiri acara deklarasi tim kampanye ini.
Sementara itu, Ketua Umum PSI Kaesang Pangarep yang merupakan adik Gibran turut menghadiri deklarasi TKN Prabowo-Gibran.
Kaesang mengenakan kemeja berwarna biru langit, seragam dengan sang kakak.
Baca juga:Status Gibran di PDI-P Tak Jelas, Kaesang Akui Sudah Goda Masuk PSI
Adapun dalam acara ini, struktur lengkap TKN Prabowo-Gibran akan diumumkan.
Sebelumnya, 19 nama yang akan mengisi posisi wakil ketua TKN Prabowo-Gibran sudah diketahui melalui undangan yang bocor ke media.
Posisi 19 wakil ketua TKN itu banyak diisi oleh elite parpol pendukung Prabowo-Gibran. Berikut daftarnya:
1. H Ahmad Muzani














Copyright 2008 - 2025 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved."
https://yogyakarta.kompas.com/read/2023/06/21/154813978/luhut-puji-gibran-di-solo-leadership-mas-gibran-luar-biasa,21 Juni 2023,"Luhut Puji Gibran di Solo: ""Leadership"" Mas Gibran Luar Biasa","Luhut Puji Gibran di Solo: ""Leadership"" Mas Gibran Luar Biasa
Editor
KOMPAS.com- Menteri Koordinator Bidang Kemaritiman dan Investasi (Menkomarves), Luhut Binsar Pandjaitan, berencana menjadikan Kota Solo, Jawa Tengah, sebagai salah satu tempat investasi industri mobil listrik.
Luhut mengatakan, rencana tersebut dicetuskan karena rata-rata pertumbuhan ekonomi Kota Solo melebihi nasional.
""Saya kira bagus. Economic growth Solo 6,25 persen lebih tinggi dari nasional. Prestasi luar biasa,"" kata Luhut, di Stadion Sriwedari, dikutip dari TribunSolo.com, Rabu (21/6/2023).
""Pasti ada Solo, karena Solo saya lihat tadi teman-teman cerita menggeliat ekonominya,"" sambungnya.
Bahkan, Luhut menjelaskan, nantinya bentuk investasi yang bisa diterima Kota Solo bisa bermacam-macam.
""Dalam bentuk macam-macam,"" ujar Luhut.
Baca juga:Saat Gibran dan Luhut Kompak Mengaku Tak Bicara Poltik Ketika Bertemu...
Dalam kunjungannya tersebut, Luhut pun bertemu dengan Wali Kota Solo,Gibran Rakabuming Raka.
Pertemuan itu terlaksana sebelum acara Kejuaraan Nasional Atletik U18, U20, dan Senior (Kejurnas Atletik 2023), yang digelar di Stadion Sriwedari, Solo, Jawa Tengah, Rabu (21/6/2023).
Luhut mengaku, pertemuannya dengan Gibran hanya berlangsung sebentar dan tidak membicarakan perihal politik.
""Tadi ngomong ini, atletik. (pembicaraan poltik) tidak sempat,"" ucap Luhut, sebagaimana diberitakan regional.kompas.com, Rabu (21/6/2023).
Dalam kesempatan itu, Luhut yang juga menjabat sebagai Ketua Pengurus Besar Persatuan Atletik Seluruh Indonesia (PB PASI) juga memuji kepemimpinan Gibran di Solo.
Baca juga:Buka Kejurnas Atletik 2023, Luhut Panjaitan Ditodong Tambah 2 Lintasan di Stadion Sriwedari Solo
""Saya kira ini sudah bagus, apa yang dilakukan Pak Gibran, menurut saya sudah luar biasa. Pertumbuhan ekonomi 6,25 persen, lebih tinggi dari nasional,"" ungkap Luhut.
""Anak buah saya mengatakan, pemerintah daerah memberikan support untuk penyelenggaraan kejuaraan nasional (atletik) ini,"" imbuhnya.
Dia juga memuji gaya kepemimpinan yang diperlihatkan Gibran selama beberapa tahun memimpin Kota Solo.
""Menurut saya sangat baik, bukan saya yang bilang, tapi orang-orang dari sini. Tim kita yang menyampaikan, leadership Mas Gibran sangat mumpuni,"" pungkasnya.
Sumber: Kompas.com (Penulis: Kontributor Kota Solo, Fristin Intan Sulistyowati | Editor: Ardi Priyatno Utomo), TribunSolo.com














Copyright 2008 - 2025 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved."
