Judul,Tanggal,Link,Isi Berita
Pidato Jokowi soal Quick Count: Tunggu Hasil KPU,"Rabu, 17 Apr 2019 17:11 WIB",https://www.cnnindonesia.com/nasional/20190417164715-32-387312/pidato-jokowi-soal-quick-count-tunggu-hasil-kpu,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
"Quick Count Kedai Kopi 65,50 Persen: Jokowi 51,8 Persen","Rabu, 17 Apr 2019 17:08 WIB",https://www.cnnindonesia.com/nasional/20190417170833-32-387316/quick-count-kedai-kopi-6550-persen-jokowi-518-persen,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
"Pidato 'Kemenangan' Prabowo: Kita Unggul 55,4 Persen","Rabu, 17 Apr 2019 17:06 WIB",https://www.cnnindonesia.com/nasional/20190417165150-32-387308/pidato-kemenangan-prabowo-kita-unggul-554-persen,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
Ma'ruf Amin Tanggapi Quick Count: Kami Sudah Menduga Menang,"Rabu, 17 Apr 2019 16:57 WIB",https://www.cnnindonesia.com/nasional/20190417164732-32-387305/maruf-amin-tanggapi-quick-count-kami-sudah-menduga-menang,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
"Hasil Pemilu di China, Jokowi-Ma'ruf Unggul Sementara","Rabu, 17 Apr 2019 16:50 WIB",https://www.cnnindonesia.com/internasional/20190417163557-113-387303/hasil-pemilu-di-china-jokowi-maruf-unggul-sementara,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
Jokowi-Ma'ruf Menang Telak di TPS Amien Rais,"Rabu, 17 Apr 2019 16:45 WIB",https://www.cnnindonesia.com/nasional/20190417163602-32-387299/jokowi-maruf-menang-telak-di-tps-amien-rais,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
"Quick Count LSI Denny JA 84,55 Persen: Jokowi 54,89 Persen","Rabu, 17 Apr 2019 16:44 WIB",https://www.cnnindonesia.com/nasional/20190417163953-32-387301/quick-count-lsi-denny-ja-8455-persen-jokowi-5489-persen,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
LSI Denny JA: Jokowi Menang Berkat Wong Cilik Tanpa Medsos,"Rabu, 17 Apr 2019 16:43 WIB",https://www.cnnindonesia.com/nasional/20190417161926-32-387293/lsi-denny-ja-jokowi-menang-berkat-wong-cilik-tanpa-medsos,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
Quick Count Indo Barometer 62 Persen: Jokowi 52 Persen,"Rabu, 17 Apr 2019 16:41 WIB",https://www.cnnindonesia.com/nasional/20190417163056-32-387300/quick-count-indo-barometer-62-persen-jokowi-52-persen,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
"Quick Count Median 41,93 Persen Suara: Jokowi 54,65 Persen","Rabu, 17 Apr 2019 16:39 WIB",https://www.cnnindonesia.com/nasional/20190417163152-32-387297/quick-count-median-4193-persen-suara-jokowi-5465-persen,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
Takbir dan Lagu Kemenangan Bergema di Rumah Prabowo,"Rabu, 17 Apr 2019 16:31 WIB",https://www.cnnindonesia.com/nasional/20190417160030-32-387283/takbir-dan-lagu-kemenangan-bergema-di-rumah-prabowo,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
Jokowi-Ma'ruf Unggul di TPS Keluarga Cendana,"Rabu, 17 Apr 2019 16:31 WIB",https://www.cnnindonesia.com/nasional/20190417162324-32-387294/jokowi-maruf-unggul-di-tps-keluarga-cendana,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
"Quick Count Kompas 60,6 Persen: Jokowi Unggul 54,8 Persen","Rabu, 17 Apr 2019 16:29 WIB",https://www.cnnindonesia.com/nasional/20190417155337-32-387292/quick-count-kompas-606-persen-jokowi-unggul-548-persen,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
"Exit Poll LSI Denny JA: Jokowi 56, Prabowo 43 Persen","Rabu, 17 Apr 2019 16:13 WIB",https://www.cnnindonesia.com/nasional/20190417160458-32-387282/exit-poll-lsi-denny-ja-jokowi-56-prabowo-43-persen,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
